Site,End_Date,Period,StatVar,value
dcid:geoId/45,2021-04-29,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.94
dcid:geoId/46,2021-04-30,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,20.63
dcid:geoId/47,2021-05-02,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,23.19
dcid:geoId/48,2021-04-29,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,26.75
dcid:geoId/49,2021-04-26,P7D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.69
dcid:geoId/51,2021-04-29,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,15.02
dcid:geoId/50,2021-05-01,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,0.71
dcid:geoId/53,2021-04-30,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,3.04
dcid:geoId/55,2021-04-26,P7D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,23.6
dcid:geoId/54,2021-05-02,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.63
dcid:geoId/56,2021-05-01,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.48
dcid:country/USA,2021-05-02,P20D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,20.59
dcid:geoId/02,2021-05-15,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.38
dcid:geoId/01,2021-05-16,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,27.99
dcid:geoId/05,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.47
dcid:geoId/04,2021-05-10,P7D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.38
dcid:geoId/06,2021-05-10,P7D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,26.04
dcid:geoId/08,2021-05-12,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.95
dcid:geoId/09,2021-05-16,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.75
dcid:geoId/11,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,17.25
dcid:geoId/10,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,17.16
dcid:geoId/12,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,23.88
dcid:geoId/13,2021-05-10,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,12.97
dcid:geoId/15,2021-05-15,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,1.58
dcid:geoId/19,2021-05-14,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.96
dcid:geoId/16,2021-05-15,P19D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.34
dcid:geoId/17,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,34.34
dcid:geoId/18,2021-05-13,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,19.37
dcid:geoId/20,2021-05-13,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.54
dcid:geoId/21,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,16.36
dcid:geoId/22,2021-05-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.65
dcid:geoId/25,2021-05-16,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.0
dcid:geoId/24,2021-05-13,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,17.71
dcid:geoId/23,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,2.21
dcid:geoId/26,2021-05-16,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.57
dcid:geoId/27,2021-05-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.9
dcid:geoId/29,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.01
dcid:geoId/28,2021-05-16,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,25.68
dcid:geoId/30,2021-05-14,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.6
dcid:geoId/37,2021-05-12,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,19.65
dcid:geoId/38,2021-05-13,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2021-05-15,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.97
dcid:geoId/33,2021-05-11,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,4.87
dcid:geoId/34,2021-05-13,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,27.93
dcid:geoId/35,2021-05-15,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.9
dcid:geoId/32,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.01
dcid:geoId/36,2021-05-15,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.05
dcid:geoId/39,2021-05-16,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.54
dcid:geoId/40,2021-05-07,P5D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.52
dcid:geoId/41,2021-05-12,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,2.99
dcid:geoId/42,2021-05-16,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,20.61
dcid:geoId/72,2021-05-11,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,61.81
dcid:geoId/44,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.76
dcid:geoId/45,2021-05-13,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.07
dcid:geoId/46,2021-05-14,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,20.26
dcid:geoId/47,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.22
dcid:geoId/48,2021-05-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,27.49
dcid:geoId/49,2021-05-11,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,23.43
dcid:geoId/51,2021-05-13,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,11.85
dcid:geoId/50,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,0.84
dcid:geoId/53,2021-05-15,P19D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,5.06
dcid:geoId/55,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.84
dcid:geoId/54,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.25
dcid:geoId/56,2021-05-15,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.75
dcid:country/USA,2021-05-16,P20D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.4
dcid:geoId/02,2021-05-29,P19D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.14
dcid:geoId/01,2021-05-30,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,23.8
dcid:geoId/05,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.27
dcid:geoId/04,2021-05-20,P3D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,27.27
dcid:geoId/06,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.58
dcid:geoId/08,2021-05-27,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.67
dcid:geoId/09,2021-05-30,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.17
dcid:geoId/11,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.29
dcid:geoId/10,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,14.51
dcid:geoId/12,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.64
dcid:geoId/13,2021-05-24,P7D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.58
dcid:geoId/15,2021-05-29,P18D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,0.61
dcid:geoId/19,2021-05-27,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.36
dcid:geoId/16,2021-05-29,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.76
dcid:geoId/17,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,29.49
dcid:geoId/18,2021-05-26,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,18.39
dcid:geoId/20,2021-05-27,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.56
dcid:geoId/21,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,19.43
dcid:geoId/22,2021-05-27,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.6
dcid:geoId/25,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.78
dcid:geoId/24,2021-05-27,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,16.28
dcid:geoId/23,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,2.53
dcid:geoId/26,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,26.67
dcid:geoId/27,2021-05-22,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.06
dcid:geoId/29,2021-05-26,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.74
dcid:geoId/28,2021-05-30,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.65
dcid:geoId/30,2021-05-26,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,5.41
dcid:geoId/37,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,16.18
dcid:geoId/38,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2021-05-27,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.87
dcid:geoId/33,2021-05-26,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,4.97
dcid:geoId/34,2021-05-27,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,26.56
dcid:geoId/35,2021-05-28,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.64
dcid:geoId/32,2021-05-21,P4D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.33
dcid:geoId/36,2021-05-27,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.33
dcid:geoId/39,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,25.8
dcid:geoId/40,2021-05-21,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.71
dcid:geoId/41,2021-05-29,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,3.75
dcid:geoId/42,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,19.94
dcid:geoId/72,2021-05-25,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,65.95
dcid:geoId/44,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.62
dcid:geoId/45,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,22.17
dcid:geoId/46,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,18.0
dcid:geoId/47,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.67
dcid:geoId/48,2021-05-25,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,28.25
dcid:geoId/49,2021-05-26,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.73
dcid:geoId/51,2021-05-27,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,15.2
dcid:geoId/50,2021-05-29,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,0.81
dcid:geoId/53,2021-05-25,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,4.77
dcid:geoId/55,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,33.35
dcid:geoId/54,2021-05-30,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.38
dcid:geoId/56,2021-05-28,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,16.16
dcid:country/USA,2021-05-30,P20D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.03
dcid:geoId/02,2021-06-12,P19D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,4.03
dcid:geoId/01,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,28.17
dcid:geoId/05,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.24
dcid:geoId/04,2021-06-04,P4D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.69
dcid:geoId/06,2021-06-09,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,20.79
dcid:geoId/08,2021-06-07,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.23
dcid:geoId/09,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.38
dcid:geoId/11,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,19.41
dcid:geoId/10,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,16.21
dcid:geoId/12,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,19.64
dcid:geoId/13,2021-06-09,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.55
dcid:geoId/15,2021-06-12,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,0.23
dcid:geoId/19,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.93
dcid:geoId/16,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.09
dcid:geoId/17,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,29.36
dcid:geoId/18,2021-06-09,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.24
dcid:geoId/20,2021-06-09,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.4
dcid:geoId/21,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,20.19
dcid:geoId/22,2021-06-11,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.75
dcid:geoId/25,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.42
dcid:geoId/24,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,15.3
dcid:geoId/23,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,1.09
dcid:geoId/26,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.75
dcid:geoId/27,2021-06-10,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.86
dcid:geoId/29,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,19.23
dcid:geoId/28,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,29.29
dcid:geoId/30,2021-06-11,P10D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.39
dcid:geoId/37,2021-06-09,P9D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,18.93
dcid:geoId/38,2021-06-13,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,12.28
dcid:geoId/33,2021-06-08,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.23
dcid:geoId/34,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.13
dcid:geoId/35,2021-06-12,P15D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.82
dcid:geoId/32,2021-06-04,P4D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,23.32
dcid:geoId/36,2021-06-11,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.3
dcid:geoId/39,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,25.29
dcid:geoId/40,2021-06-05,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.36
dcid:geoId/41,2021-06-12,P17D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,1.87
dcid:geoId/42,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,21.31
dcid:geoId/72,2021-06-08,P8D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,72.93
dcid:geoId/44,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.93
dcid:geoId/45,2021-06-11,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,24.17
dcid:geoId/46,2021-06-11,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,25.27
dcid:geoId/47,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,27.67
dcid:geoId/48,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,27.05
dcid:geoId/49,2021-06-05,P5D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,25.15
dcid:geoId/51,2021-06-10,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,13.98
dcid:geoId/50,2021-06-12,P12D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,0.0
dcid:geoId/53,2021-06-11,P14D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,4.62
dcid:geoId/55,2021-06-13,P13D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,27.8
dcid:geoId/54,2021-06-13,P16D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,8.31
dcid:geoId/56,2021-06-12,P11D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,25.25
dcid:country/USA,2021-06-13,P20D,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,20.73
dcid:geoId/02,2020-08-11,P5D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,2.35
dcid:geoId/01,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.15
dcid:geoId/05,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,6.68
dcid:geoId/04,2020-08-11,P11D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,13.56
dcid:geoId/06,2020-08-05,P6D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,9.19
dcid:geoId/08,2020-08-07,P8D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,4.94
dcid:geoId/09,2020-08-03,P4D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,4.1
dcid:geoId/11,2020-08-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,7.53
dcid:geoId/10,2020-08-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,10.92
dcid:geoId/12,2020-08-03,P3D,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,5.34
