,DescriptorId,DescriptorName,DateCreated,DateRevised,DateEstablished,Descriptor_dcid
21309,D020355,Cholates,1998-06-10,2016-05-28,1999-01-01,bio/D020355
21310,D020357,Selenomonas,1998-06-11,2020-08-13,1999-01-01,bio/D020357
21311,D020358,Sodium Cholate,1998-06-11,2016-05-31,1999-01-01,bio/D020358
21312,D020360,Neoadjuvant Therapy,1998-06-10,2020-01-16,1999-01-01,bio/D020360
21313,D020361,"Paraneoplastic Syndromes, Nervous System",1999-11-03,2011-06-24,2000-01-01,bio/D020361
21314,D020362,Paraneoplastic Cerebellar Degeneration,1999-11-04,2009-07-06,2000-01-01,bio/D020362
21315,D020363,Limbic Encephalitis,1999-11-03,2019-06-17,2000-01-01,bio/D020363
21316,D020364,Paraneoplastic Polyneuropathy,1999-11-08,2000-06-22,2000-01-01,bio/D020364
21317,D020365,RNA Helicases,1998-06-11,2013-07-08,1999-01-01,bio/D020365
21318,D020366,Methylmethacrylate,1998-06-10,2015-06-23,1999-01-01,bio/D020366
21319,D020367,Iofetamine,1998-06-10,2013-07-08,1999-01-01,bio/D020367
21320,D020369,Bradyrhizobium,1998-06-10,2020-08-13,1999-01-01,bio/D020369
21321,D020370,"Osteoarthritis, Knee",1998-06-10,2019-02-22,1999-01-01,bio/D020370
21322,D020371,Pelizaeus-Merzbacher Disease,1999-11-04,2016-02-26,2000-01-01,bio/D020371
21323,D020372,Dexfenfluramine,1998-06-10,2016-07-01,1999-01-01,bio/D020372
21324,D020374,"Chromatography, Micellar Electrokinetic Capillary",1998-06-18,nan-nan-nan,1999-01-01,bio/D020374
21325,D020375,"Education, Distance",1998-06-10,2017-06-30,1999-01-01,bio/D020375
21326,D020376,Dichelobacter nodosus,1998-06-10,2020-08-13,1999-01-01,bio/D020376
21327,D020377,Self Efficacy,1998-06-11,nan-nan-nan,1999-01-01,bio/D020377
21328,D020378,Confined Spaces,1998-06-10,2011-06-24,1999-01-01,bio/D020378
21329,D020379,Risk Adjustment,1998-06-11,nan-nan-nan,1999-01-01,bio/D020379
21330,D020380,Needs Assessment,1998-06-10,nan-nan-nan,1999-01-01,bio/D020380
21331,D020381,Interleukin-17,1998-06-10,2013-07-08,1999-01-01,bio/D020381
21332,D020382,Interleukin-18,1998-06-10,2006-07-05,1999-01-01,bio/D020382
21333,D020383,Neutral Glycosphingolipids,1998-06-10,2004-07-07,1999-01-01,bio/D020383
21334,D020384,Acidic Glycosphingolipids,1998-06-10,2004-07-07,1999-01-01,bio/D020384
21335,D020385,Myokymia,1999-11-03,2009-07-06,2000-01-01,bio/D020385
21336,D020386,Isaacs Syndrome,1999-11-03,2019-05-17,2000-01-01,bio/D020386
21337,D020387,Food Chain,1998-06-10,2015-06-23,1999-01-01,bio/D020387
21338,D020388,"Muscular Dystrophy, Duchenne",1999-11-08,2013-07-08,2000-01-01,bio/D020388
21339,D020389,"Muscular Dystrophy, Emery-Dreifuss",1999-11-08,2020-02-21,2000-01-01,bio/D020389
21340,D020390,Tooth Socket,1998-06-18,2018-06-29,1999-01-01,bio/D020390
21341,D020391,"Muscular Dystrophy, Facioscapulohumeral",1999-11-03,2013-07-08,2000-01-01,bio/D020391
21342,D020392,Entopeduncular Nucleus,1999-11-03,2018-06-30,2000-01-01,bio/D020392
21343,D020393,"Manipulation, Spinal",1998-06-10,2016-05-31,1999-01-01,bio/D020393
21344,D020394,Vault Ribonucleoprotein Particles,1998-06-11,2008-07-08,1999-01-01,bio/D020394
21345,D020395,"Receptors, Interleukin-7",1998-06-11,2017-05-24,1999-01-01,bio/D020395
21346,D020397,Goblet Cells,1998-06-10,2005-06-30,1999-01-01,bio/D020397
21347,D020398,Medicare Part C,1998-06-10,2015-06-05,1999-01-01,bio/D020398
21348,D020399,Practice Management,1998-06-10,2014-06-16,1999-01-01,bio/D020399
21349,D020400,Provider-Sponsored Organizations,1998-06-10,1999-11-03,1999-01-01,bio/D020400
21350,D020401,Primed In Situ Labeling,1998-06-10,2011-06-24,1999-01-01,bio/D020401
21351,D020402,Medical Savings Accounts,1998-06-10,2018-02-27,1999-01-01,bio/D020402
21352,D020403,Patient Freedom of Choice Laws,1998-06-10,2009-07-06,1999-01-01,bio/D020403
21353,D020404,Glycerophospholipids,1998-06-10,2020-05-27,1999-01-01,bio/D020404
21354,D020405,Dermis,1998-06-10,2002-07-03,1999-01-01,bio/D020405
21355,D020406,Medicare Payment Advisory Commission,1998-06-10,2015-06-05,1999-01-01,bio/D020406
21356,D020407,Internet,1998-06-10,2017-07-03,1999-01-01,bio/D020407
21357,D020408,Health Insurance Portability and Accountability Act,1998-06-10,2015-06-05,1999-01-01,bio/D020408
21358,D020409,Molecular Motor Proteins,1998-06-10,2006-07-05,1999-01-01,bio/D020409
21359,D020410,Activated-Leukocyte Cell Adhesion Molecule,1998-06-10,2017-05-24,1999-01-01,bio/D020410
21360,D020411,Oligonucleotide Array Sequence Analysis,1998-06-10,2015-06-26,1999-01-01,bio/D020411
21361,D020412,Multifactorial Inheritance,1998-06-10,2017-12-13,1999-01-01,bio/D020412
21362,D020413,3' Untranslated Regions,1998-06-11,2009-07-06,1999-01-01,bio/D020413
21363,D020414,"Risk Sharing, Financial",1998-06-11,nan-nan-nan,1999-01-01,bio/D020414
21364,D020415,Personnel Downsizing,1998-06-10,nan-nan-nan,1999-01-01,bio/D020415
21365,D020416,Outsourced Services,1998-06-10,1999-11-03,1999-01-01,bio/D020416
21366,D020417,"Nystagmus, Congenital",1999-11-08,nan-nan-nan,2000-01-01,bio/D020417
21367,D020418,Algal Proteins,1998-06-10,2020-05-27,1999-01-01,bio/D020418
21368,D020419,"Photoreceptor Cells, Vertebrate",1998-06-10,2008-07-08,1999-01-01,bio/D020419
21369,D020420,Cyst Fluid,1998-06-10,2015-06-23,1999-01-01,bio/D020420
21370,D020421,Vagus Nerve Diseases,1999-11-03,nan-nan-nan,2000-01-01,bio/D020421
21371,D020422,Mononeuropathies,1999-11-03,nan-nan-nan,2000-01-01,bio/D020422
21372,D020423,Median Neuropathy,1999-11-03,2018-02-26,2000-01-01,bio/D020423
21373,D020424,Ulnar Neuropathies,1999-11-03,nan-nan-nan,2000-01-01,bio/D020424
21374,D020425,Radial Neuropathy,1999-11-03,2019-07-05,2000-01-01,bio/D020425
21375,D020426,Sciatic Neuropathy,1999-11-03,nan-nan-nan,2000-01-01,bio/D020426
21376,D020427,Peroneal Neuropathies,1999-11-03,2018-06-14,2000-01-01,bio/D020427
21377,D020428,Femoral Neuropathy,1999-11-03,2018-02-28,2000-01-01,bio/D020428
21378,D020429,Tibial Neuropathy,1999-11-04,nan-nan-nan,2000-01-01,bio/D020429
21379,D020430,Cubital Tunnel Syndrome,1999-11-03,2010-06-25,2000-01-01,bio/D020430
21380,D020431,Olfactory Nerve Diseases,1999-11-08,nan-nan-nan,2000-01-01,bio/D020431
21381,D020432,Trochlear Nerve Diseases,1999-11-03,2001-07-25,2000-01-01,bio/D020432
21382,D020433,Trigeminal Nerve Diseases,1999-11-08,2015-06-01,2000-01-01,bio/D020433
21383,D020434,Abducens Nerve Diseases,1999-11-03,2018-05-21,2000-01-01,bio/D020434
21384,D020435,Glossopharyngeal Nerve Diseases,1999-11-04,2003-07-25,2000-01-01,bio/D020435
21385,D020436,Accessory Nerve Diseases,1999-11-08,nan-nan-nan,2000-01-01,bio/D020436
21386,D020437,Hypoglossal Nerve Diseases,1999-11-03,nan-nan-nan,2000-01-01,bio/D020437
21387,D020439,Growth Cones,1998-06-10,2016-02-26,1999-01-01,bio/D020439
21388,D020440,Gene Duplication,1998-06-10,2016-06-17,1999-01-01,bio/D020440
21389,D020441,Ginkgo biloba,1998-06-10,2020-08-13,1999-01-01,bio/D020441
21390,D020442,Poloxamer,1998-06-10,2020-05-27,1999-01-01,bio/D020442
21391,D020443,Practice Valuation and Purchase,1998-06-10,nan-nan-nan,1999-01-01,bio/D020443
21392,D020444,"Reimbursement, Disproportionate Share",1998-06-11,nan-nan-nan,1999-01-01,bio/D020444
21393,D020445,Hospitalists,1998-06-10,2018-06-29,1999-01-01,bio/D020445
21394,D020446,Fitness Centers,1998-06-10,2020-07-08,1999-01-01,bio/D020446
21395,D020447,Parasomnias,1999-11-04,2003-07-22,2000-01-01,bio/D020447
21396,D020448,Ericales,1998-06-11,2020-08-13,1999-01-01,bio/D020448
21397,D020449,"Repetitive Sequences, Amino Acid",1998-06-11,2016-05-27,1999-01-01,bio/D020449
21398,D020450,Heavy Ions,1998-06-10,2018-02-06,1999-01-01,bio/D020450
21399,D020451,Contig Mapping,1998-06-18,2000-06-22,1999-01-01,bio/D020451
21400,D020452,Journalism,1998-06-10,2000-06-22,1999-01-01,bio/D020452
21401,D020453,Sirenia,1998-06-11,2020-08-13,1999-01-01,bio/D020453
21402,D020454,Dugong,1998-06-10,2020-08-13,1999-01-01,bio/D020454
21403,D020455,Trichechus,1998-06-11,2020-08-13,1999-01-01,bio/D020455
21404,D020456,Trichechus inunguis,1998-06-11,2020-08-13,1999-01-01,bio/D020456
21405,D020457,Trichechus manatus,1998-06-11,2020-08-13,1999-01-01,bio/D020457
21406,D020458,Third-Party Consent,1998-06-18,2002-10-31,1999-01-01,bio/D020458
21407,D020459,"Genes, rRNA",1998-06-10,2008-07-08,1999-01-01,bio/D020459
21408,D020460,Melanosomes,1998-06-10,2018-06-30,1999-01-01,bio/D020460
21409,D020461,Madurella,1998-06-10,2020-05-27,1999-01-01,bio/D020461
21410,D020462,Gliocladium,1998-06-18,2020-08-13,1999-01-01,bio/D020462
21411,D020463,Abbreviations,1998-06-03,2020-05-27,1999-01-01,bio/D020463
21412,D020465,Anecdotes,1998-06-03,2018-07-16,1999-01-01,bio/D020465
21413,D020466,Atlas,1998-06-03,2019-07-10,1999-01-01,bio/D020466
21414,D020467,Biobibliography,1998-06-03,2020-05-27,1999-01-01,bio/D020467
21415,D020468,Chart,1998-06-03,2019-07-11,1999-01-01,bio/D020468
21416,D020469,Chronology,1998-06-03,2019-07-11,1999-01-01,bio/D020469
21417,D020470,Collected Work,1998-06-03,2019-07-11,1999-01-01,bio/D020470
21418,D020471,Collection,1998-06-03,2018-06-29,1999-01-01,bio/D020471
21419,D020472,Drawing,1998-06-03,2018-07-02,1999-01-01,bio/D020472
21420,D020474,Essay,1998-06-03,2019-05-28,1999-01-01,bio/D020474
21421,D020475,Examination Questions,1998-06-03,2019-07-05,1999-01-01,bio/D020475
21422,D020476,Exhibition,1998-06-03,2019-07-10,1999-01-01,bio/D020476
21423,D020478,Form,1998-06-03,2019-03-07,1999-01-01,bio/D020478
21424,D020479,Handbook,1998-06-08,2018-07-02,1999-01-01,bio/D020479
21425,D020480,Wit and Humor,1998-06-03,2018-06-30,1999-01-01,bio/D020480
21426,D020481,Index,1998-06-03,2018-07-02,1999-01-01,bio/D020481
21427,D020482,Juvenile Literature,1998-06-03,2018-07-16,1999-01-01,bio/D020482
21428,D020484,Laboratory Manual,1998-06-08,2018-07-02,1999-01-01,bio/D020484
21429,D020485,Legislation,1998-06-10,2018-07-16,1999-01-01,bio/D020485
21430,D020486,Manuscript,1998-06-03,2018-07-02,1999-01-01,bio/D020486
21431,D020488,Nurses Instruction,1998-06-03,2018-07-02,1999-01-01,bio/D020488
21432,D020489,Outline,1998-06-03,2018-07-02,1999-01-01,bio/D020489
21433,D020490,Patent,1998-06-03,2018-07-02,1999-01-01,bio/D020490
21434,D020492,Periodical,1998-06-03,2020-05-27,1999-01-01,bio/D020492
21435,D020493,Autobiography,1998-06-03,2019-07-10,1999-01-01,bio/D020493
21436,D020494,Phrases,1998-06-03,2019-07-05,1999-01-01,bio/D020494
21437,D020495,Pictorial Work,1998-06-03,2018-07-02,1999-01-01,bio/D020495
21438,D020496,Popular Work,1998-06-03,2018-07-02,1999-01-01,bio/D020496
21439,D020497,Problems and Exercises,1998-06-03,2019-07-11,1999-01-01,bio/D020497
21440,D020498,Programmed Instruction,1998-06-03,2019-07-10,1999-01-01,bio/D020498
21441,D020500,Statistics,1998-06-03,2020-05-27,1999-01-01,bio/D020500
21442,D020501,Tables,1998-06-03,2019-07-05,1999-01-01,bio/D020501
21443,D020502,Terminology,1998-06-11,2018-07-01,1999-01-01,bio/D020502
21444,D020503,Union List,1998-06-03,2019-07-05,1999-01-01,bio/D020503
21445,D020504,Abstracts,1998-06-03,2020-05-27,1999-01-01,bio/D020504
21446,D020505,Collected Correspondence,1998-06-03,2019-07-05,1999-01-01,bio/D020505
21447,D020506,Untranslated Regions,1998-06-11,2009-07-06,1999-01-01,bio/D020506
21448,D020507,Resource Guide,1998-06-03,2018-07-02,1999-01-01,bio/D020507
21449,D020508,"Fungi, Unclassified",1998-06-10,2020-09-02,1999-01-01,bio/D020508
21450,D020511,Neuromuscular Junction Diseases,1999-11-03,2006-07-05,2000-01-01,bio/D020511
21451,D020512,"Myopathy, Central Core",1999-11-03,2013-07-08,2000-01-01,bio/D020512
21452,D020513,"Paralysis, Hyperkalemic Periodic",1999-11-03,2013-07-08,2000-01-01,bio/D020513
21453,D020514,Hypokalemic Periodic Paralysis,1999-11-03,2013-07-08,2000-01-01,bio/D020514
21454,D020516,Brachial Plexus Neuropathies,1999-11-04,2010-06-25,2000-01-01,bio/D020516
21455,D020517,Atrial Appendage,1999-11-03,nan-nan-nan,2000-01-01,bio/D020517
21456,D020518,Focal Nodular Hyperplasia,1999-11-03,2004-07-07,2000-01-01,bio/D020518
21457,D020519,Pericardiocentesis,1999-11-03,2015-06-22,2000-01-01,bio/D020519
21458,D020520,Brain Infarction,1999-11-08,2019-06-28,2000-01-01,bio/D020520
21459,D020521,Stroke,1999-11-04,2016-06-13,2000-01-01,bio/D020521
21460,D020522,"Lymphoma, Mantle-Cell",1999-11-08,2018-06-29,2000-01-01,bio/D020522
21461,D020523,"Chemokines, CX3C",1999-11-03,2007-07-09,2000-01-01,bio/D020523
21462,D020524,Thylakoids,1999-11-08,2003-07-09,2000-01-01,bio/D020524
21463,D020525,Xenodiagnosis,1999-11-03,2011-06-24,2000-01-01,bio/D020525
21464,D020526,Brain Stem Infarctions,1999-11-03,2019-06-28,2000-01-01,bio/D020526
21465,D020527,"Microscopy, Scanning Probe",1999-11-03,2004-07-07,2000-01-01,bio/D020527
21466,D020528,"Multiple Sclerosis, Chronic Progressive",1999-11-03,2010-06-25,2000-01-01,bio/D020528
21467,D020529,"Multiple Sclerosis, Relapsing-Remitting",1999-11-03,2010-06-25,2000-01-01,bio/D020529
21468,D020530,Subthalamus,1999-11-03,2018-06-30,2000-01-01,bio/D020530
21469,D020531,Subthalamic Nucleus,1999-11-03,2018-06-30,2000-01-01,bio/D020531
21470,D020532,Basal Nucleus of Meynert,1999-11-03,2018-06-30,2000-01-01,bio/D020532
21471,D020533,Angiogenesis Inhibitors,1999-11-08,2020-05-27,2000-01-01,bio/D020533
21472,D020534,Parahippocampal Gyrus,1999-11-03,2018-07-01,2000-01-01,bio/D020534
21473,D020535,Video-Assisted Surgery,1999-11-08,2001-07-25,2000-01-01,bio/D020535
21474,D020536,Enzyme Activators,1999-11-04,2014-06-25,2000-01-01,bio/D020536
21475,D020537,"RNA, Small Nucleolar",1999-11-03,2010-06-25,2000-01-01,bio/D020537
21476,D020539,"Sequence Analysis, Protein",1999-11-03,2010-06-25,2000-01-01,bio/D020539
21477,D020540,Metencephalon,1999-11-03,2015-06-23,2000-01-01,bio/D020540
21478,D020541,Coiled Bodies,1999-11-05,2003-07-09,2000-01-01,bio/D020541
21479,D020542,Third Ventricle,1999-11-03,2018-06-30,2000-01-01,bio/D020542
21480,D020543,Proteome,1999-11-03,2005-06-30,2000-01-01,bio/D020543
21481,D020544,Graft vs Leukemia Effect,1999-11-03,2016-06-23,2000-01-01,bio/D020544
21482,D020545,Respiratory Mucosa,1999-11-05,2005-06-30,2000-01-01,bio/D020545
21483,D020546,Fourth Ventricle,1999-11-03,2018-06-30,2000-01-01,bio/D020546
21484,D020547,Lateral Ventricles,1999-11-03,2018-06-30,2000-01-01,bio/D020547
21485,D020549,GTP Phosphohydrolase Activators,1999-11-08,2014-06-25,2000-01-01,bio/D020549
21486,D020551,"Pulse Therapy, Drug",1999-11-05,2019-05-24,2000-01-01,bio/D020551
21487,D020552,Comet Assay,1999-11-03,2008-07-08,2000-01-01,bio/D020552
21488,D020554,"Sperm Injections, Intracytoplasmic",1999-11-03,2001-07-25,2000-01-01,bio/D020554
21489,D020555,GTP-Binding Protein Regulators,1999-11-03,2015-11-23,2000-01-01,bio/D020555
21490,D020556,Neutrophil Infiltration,1999-11-04,2016-06-23,2000-01-01,bio/D020556
21491,D020557,Neurolinguistic Programming,1999-11-03,2017-07-03,2000-01-01,bio/D020557
21492,D020558,GTP Phosphohydrolases,1999-11-03,2003-07-09,2000-01-01,bio/D020558
21493,D020559,Monomeric GTP-Binding Proteins,1999-11-03,2020-05-27,2000-01-01,bio/D020559
21494,D020560,Proteobacteria,1999-11-03,2020-08-13,2000-01-01,bio/D020560
21495,D020561,Alphaproteobacteria,1999-11-03,2020-08-13,2000-01-01,bio/D020561
21496,D020562,Betaproteobacteria,1999-11-03,2020-08-13,2000-01-01,bio/D020562
21497,D020563,Gammaproteobacteria,1999-11-03,2020-08-13,2000-01-01,bio/D020563
21498,D020564,Deltaproteobacteria,1999-11-03,2020-08-13,2000-01-01,bio/D020564
21499,D020565,Epsilonproteobacteria,1999-11-03,2020-08-13,2000-01-01,bio/D020565
21500,D020566,"Dendritic Cells, Follicular",1999-11-03,2015-06-22,2000-01-01,bio/D020566
21501,D020567,Fetal Weight,1999-11-03,2016-06-17,2000-01-01,bio/D020567
21502,D020569,Proto-Oncogene Proteins c-rel,1999-11-08,2015-06-29,2000-01-01,bio/D020569
21503,D020570,"Genes, myb",1999-11-03,2008-07-08,2000-01-01,bio/D020570
21504,D020571,"Genes, sis",1999-11-03,2008-07-08,2000-01-01,bio/D020571
21505,D020572,Oncogene Proteins v-rel,1999-11-03,2005-06-30,2000-01-01,bio/D020572
21506,D020573,"Genes, rel",1999-11-03,2008-07-08,2000-01-01,bio/D020573
21507,D020574,Proto-Oncogene Proteins c-sis,1999-11-03,2006-07-05,2000-01-01,bio/D020574
21508,D020575,Oncogene Proteins v-sis,1999-11-03,2005-06-30,2000-01-01,bio/D020575
21509,D020576,Gluconobacter,1999-11-03,2020-09-02,2000-01-01,bio/D020576
21510,D020577,Wolbachia,1999-11-03,2020-08-13,2000-01-01,bio/D020577
21511,D020578,Sphingomonas,1999-11-03,2020-08-13,2000-01-01,bio/D020578
21512,D020579,Sinorhizobium,1999-11-03,2020-08-13,2000-01-01,bio/D020579
21513,D020580,Methylobacterium,1999-11-03,2020-08-13,2000-01-01,bio/D020580
21514,D020581,Methylosinus,1999-11-03,2020-08-13,2000-01-01,bio/D020581
21515,D020582,Hyphomicrobium,1999-11-03,2020-08-13,2000-01-01,bio/D020582
21516,D020583,Azorhizobium,1999-11-03,2020-08-13,2000-01-01,bio/D020583
21517,D020584,Xanthobacter,1999-11-03,2020-08-13,2000-01-01,bio/D020584
21518,D020585,Comamonas,1999-11-03,2020-08-13,2000-01-01,bio/D020585
21519,D020586,Thiocapsa,1999-11-03,2020-08-13,2000-01-01,bio/D020586
21520,D020587,Ectothiorhodospira,1999-11-05,2020-08-13,2000-01-01,bio/D020587
21521,D020588,Stenotrophomonas,1999-11-03,2020-08-13,2000-01-01,bio/D020588
21522,D020589,Vitreoscilla,1999-11-03,2020-08-13,2000-01-01,bio/D020589
21523,D020591,Alteromonas,1999-11-03,2020-08-13,2000-01-01,bio/D020591
21524,D020592,Shewanella,1999-11-03,2020-08-13,2000-01-01,bio/D020592
21525,D020593,Xenorhabdus,1999-11-03,2020-08-13,2000-01-01,bio/D020593
21526,D020594,Edwardsiella,1999-11-03,2020-08-13,2000-01-01,bio/D020594
21527,D020595,Hafnia,1999-11-03,2020-08-13,2000-01-01,bio/D020595
21528,D020596,Morganella,1999-11-03,2020-08-13,2000-01-01,bio/D020596
21529,D020597,Stigmatella,1999-11-03,2020-08-13,2000-01-01,bio/D020597
21530,D020598,Proto-Oncogene Proteins c-myb,1999-11-03,2015-06-29,2000-01-01,bio/D020598
21531,D020599,Azorhizobium caulinodans,1999-11-03,2020-01-28,2000-01-01,bio/D020599
21532,D020600,Gluconobacter oxydans,1999-11-03,2020-08-13,2000-01-01,bio/D020600
21533,D020601,Methylobacterium extorquens,1999-11-03,2020-08-13,2000-01-01,bio/D020601
21534,D020602,Methylosinus trichosporium,1999-11-03,2020-01-28,2000-01-01,bio/D020602
21535,D020604,Comamonas testosteroni,1999-11-03,2020-01-28,2000-01-01,bio/D020604
21536,D020605,Delftia acidovorans,1999-11-03,2020-08-13,2000-01-01,bio/D020605
21537,D020606,Stigmatella aurantiaca,1999-11-03,2020-01-28,2000-01-01,bio/D020606
21538,D020607,Halorhodospira halophila,1999-11-03,2020-08-13,2000-01-01,bio/D020607
21539,D020608,Ectothiorhodospira shaposhnikovii,1999-11-03,2020-08-13,2000-01-01,bio/D020608
21540,D020609,Edwardsiella tarda,1999-11-03,2020-01-28,2000-01-01,bio/D020609
21541,D020610,Edwardsiella ictaluri,1999-11-03,2020-08-13,2000-01-01,bio/D020610
21542,D020611,Hafnia alvei,1999-11-03,2020-08-13,2000-01-01,bio/D020611
21543,D020613,Morganella morganii,1999-11-03,2020-01-28,2000-01-01,bio/D020613
21544,D020614,Shewanella putrefaciens,1999-11-03,2020-01-28,2000-01-01,bio/D020614
21545,D020615,Stenotrophomonas maltophilia,1999-11-03,2020-08-13,2000-01-01,bio/D020615
21546,D020616,Thiocapsa roseopersicina,1999-11-03,2020-08-13,2000-01-01,bio/D020616
21547,D020618,Methylococcus,1999-11-03,2020-08-13,2000-01-01,bio/D020618
21548,D020619,Methylococcus capsulatus,1999-11-03,2020-01-28,2000-01-01,bio/D020619
21549,D020620,Methylomonas,1999-11-03,2020-08-13,2000-01-01,bio/D020620
21550,D020621,Ochrobactrum anthropi,1999-11-03,2020-01-28,2000-01-01,bio/D020621
21551,D020622,Afipia,1999-11-05,2020-08-13,2000-01-01,bio/D020622
21552,D020623,Rhodomicrobium,1999-11-03,2020-08-13,2000-01-01,bio/D020623
21553,D020624,Oxalobacter formigenes,1999-11-03,2020-08-13,2000-01-01,bio/D020624
21554,D020625,Taylorella equigenitalis,1999-11-03,2020-08-13,2000-01-01,bio/D020625
21555,D020626,Oncogene Proteins v-myb,1999-11-03,2005-06-30,2000-01-01,bio/D020626
21556,D020627,Azoarcus,1999-11-03,2020-08-13,2000-01-01,bio/D020627
21557,D020628,Thauera,1999-11-03,2020-08-13,2000-01-01,bio/D020628
21558,D020629,Methylophilus,1999-11-03,2020-08-13,2000-01-01,bio/D020629
21559,D020630,Methylophilus methylotrophus,1999-11-03,2020-01-28,2000-01-01,bio/D020630
21560,D020631,Methylobacillus,1999-11-03,2020-08-13,2000-01-01,bio/D020631
21561,D020632,Halomonas,1999-11-03,2020-08-13,2000-01-01,bio/D020632
21562,D020633,Cellvibrio,1999-11-03,2020-08-13,2000-01-01,bio/D020633
21563,D020635,Buchnera,1999-11-03,2020-08-13,2000-01-01,bio/D020635
21564,D020636,Pantoea,1999-11-03,2020-08-13,2000-01-01,bio/D020636
21565,D020637,Photorhabdus,1999-11-03,2020-08-13,2000-01-01,bio/D020637
21566,D020638,Rahnella,1999-11-03,2020-08-13,2000-01-01,bio/D020638
21567,D020639,Lawsonia Bacteria,1999-11-05,2020-08-13,2000-01-01,bio/D020639
21568,D020640,Arcobacter,1999-11-03,2020-08-13,2000-01-01,bio/D020640
21569,D020641,"Polymorphism, Single Nucleotide",1999-11-03,2008-07-08,2000-01-01,bio/D020641
21570,D020642,Acatalasia,1999-11-03,2015-06-08,2000-01-01,bio/D020642
21571,D020643,Anterior Thalamic Nuclei,1999-11-03,2018-06-30,2000-01-01,bio/D020643
21572,D020644,Midline Thalamic Nuclei,1999-11-08,2018-07-01,2000-01-01,bio/D020644
21573,D020645,Mediodorsal Thalamic Nucleus,1999-11-03,2018-07-01,2000-01-01,bio/D020645
21574,D020646,Intralaminar Thalamic Nuclei,1999-11-03,2018-06-30,2000-01-01,bio/D020646
21575,D020647,Lateral Thalamic Nuclei,1999-11-08,2018-06-30,2000-01-01,bio/D020647
21576,D020648,Peptide Elongation Factor 1,1999-11-04,2016-06-28,2000-01-01,bio/D020648
21577,D020649,Pulvinar,1999-11-03,2018-07-01,2000-01-01,bio/D020649
21578,D020650,Combinatorial Chemistry Techniques,1999-11-03,2016-06-17,2000-01-01,bio/D020650
21579,D020651,Ventral Thalamic Nuclei,1999-11-03,2018-06-30,2000-01-01,bio/D020651
21580,D020652,Peptide Elongation Factor 2,1999-11-03,2016-06-28,2000-01-01,bio/D020652
21581,D020653,Peptide Elongation Factor G,1999-11-03,2003-07-09,2000-01-01,bio/D020653
21582,D020656,Posterior Thalamic Nuclei,1999-11-08,2018-07-01,2000-01-01,bio/D020656
21583,D020662,Guanine Nucleotide Exchange Factors,1999-11-03,2015-11-23,2000-01-01,bio/D020662
21584,D020663,ras Guanine Nucleotide Exchange Factors,1999-11-03,2015-11-24,2000-01-01,bio/D020663
21585,D020664,Son of Sevenless Proteins,1999-11-03,2015-11-24,2000-01-01,bio/D020664
21586,D020665,Septum of Brain,1999-11-03,2018-06-30,2000-01-01,bio/D020665
21587,D020666,ras-GRF1,1999-11-03,2015-11-24,2000-01-01,bio/D020666
21588,D020667,Diagonal Band of Broca,1999-11-03,2018-06-30,2000-01-01,bio/D020667
21589,D020668,rap GTP-Binding Proteins,1999-11-03,2015-11-24,2000-01-01,bio/D020668
21590,D020669,Fetoscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020669
21591,D020670,Islands of Calleja,1999-11-08,2018-06-30,2000-01-01,bio/D020670
21592,D020671,Posterior Horn Cells,1999-11-03,2014-06-20,2000-01-01,bio/D020671
21593,D020672,I-kappa B Proteins,1999-11-04,2017-06-30,2000-01-01,bio/D020672
21594,D020673,Protein Renaturation,1999-11-03,2018-07-02,2000-01-01,bio/D020673
21595,D020675,Peroxisomes,1999-11-03,2003-07-09,2000-01-01,bio/D020675
21596,D020676,Glyoxysomes,1999-11-03,2003-07-09,2000-01-01,bio/D020676
21597,D020677,Angioscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020677
21598,D020678,Microscopic Angioscopy,1999-11-03,2015-06-25,2000-01-01,bio/D020678
21599,D020679,Arthroscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020679
21600,D020680,Bronchoscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020680
21601,D020681,Colposcopes,1999-11-03,2010-06-25,2000-01-01,bio/D020681
21602,D020682,Cefixime,1999-11-03,2018-02-28,2000-01-01,bio/D020682
21603,D020683,Culdoscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020683
21604,D020684,Cystoscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020684
21605,D020685,Colonoscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020685
21606,D020687,cdc25 Phosphatases,1999-11-08,2015-11-23,2000-01-01,bio/D020687
21607,D020689,Exopeptidases,1999-11-03,2009-07-06,2000-01-01,bio/D020689
21608,D020690,GTPase-Activating Proteins,1999-11-03,2015-11-23,2000-01-01,bio/D020690
21609,D020691,rab GTP-Binding Proteins,1999-11-04,2020-05-27,2000-01-01,bio/D020691
21610,D020692,rab3 GTP-Binding Proteins,1999-11-03,2015-11-24,2000-01-01,bio/D020692
21611,D020693,rab2 GTP-Binding Protein,1999-11-03,2015-11-24,2000-01-01,bio/D020693
21612,D020694,Sigmoidoscopes,1999-11-03,2010-06-25,2000-01-01,bio/D020694
21613,D020695,rab4 GTP-Binding Proteins,1999-11-03,2015-11-24,2000-01-01,bio/D020695
